monthly_income_amt,education_level_cd,gender_cd,age,marital_status_cd,job_position_cd,car_own_flg,work_exp_cd,accnt_cnt,credit_amt_max,credit_card_sum,accnt_open_due_cnt,wrst_delqbalance_max,cred_av
35.0,GRD,M,26,DIV,SPC,1,0,10.0,104.0,0.0,1.0,27.783,31.663
30.0,UGR,F,25,UNM,SPC,0,0,14.0,210.0,5.0,0.0,2.56,44.568
50.0,SCH,M,28,MAR,BIS,0,0,4.0,13.4,3.0,0.0,3.417,10.123
50.0,SCH,M,27,MAR,SPC,0,0,4.0,600.96,0.0,0.0,0.0,173.42
13.9,SCH,F,69,UNM,PNA,0,0,9.0,117.47,20.0,0.0,1.198,56.589
15.0,SCH,M,42,CIV,WRK,0,0,10.0,144.0,0.0,0.0,2.865,55.833
27.0,SCH,M,35,UNM,WRK,0,0,4.0,5.0,0.0,0.0,5.972,2.5
35.0,SCH,M,28,UNM,WRK,0,0,1.0,212.89,0.0,0.0,0.0,212.89
45.0,SCH,M,25,MAR,SPC,0,2,1.0,40.35,0.0,0.0,4.542,40.35
23.0,UGR,M,20,UNM,SPC,0,0,4.0,73.18,0.0,0.0,0.0,20.603
90.0,GRD,F,35,CIV,BIS,1,0,4.0,300.0,360.75,0.0,14.592,152.688
25.0,SCH,F,34,MAR,SPC,0,0,1.0,0.0,0.0,0.0,0.0,15.0
30.0,SCH,F,64,WID,PNA,0,0,9.0,45.0,35.0,0.0,0.508,29.198
24.0,GRD,M,39,MAR,WRK,1,0,12.0,825.0,31.0,0.0,5.643,100.377
15.0,GRD,F,64,MAR,PNA,0,0,12.0,83.25,53.0,0.0,0.054,38.195
13.0,SCH,F,57,MAR,PNA,0,0,12.0,110.0,238.5,1.0,4.62,42.704
19.0,SCH,M,55,UNM,SPC,0,1,1.0,56.41,0.0,0.0,0.0,56.41
25.0,SCH,M,38,CIV,WRK,0,0,5.0,40.53,0.0,0.0,3.995,20.246
25.0,GRD,F,24,MAR,SPC,0,0,1.0,2.67,0.0,0.0,0.0,2.67
30.0,UGR,M,54,MAR,SPC,0,0,9.0,109.9,0.0,0.0,0.002,36.644
32.0,GRD,F,29,MAR,SPC,0,1,1.0,1080.0,0.0,0.0,0.0,1079.998
18.0,SCH,F,62,MAR,PNA,0,0,12.0,343.56,120.0,0.0,1.792,79.51
15.0,UGR,F,63,MAR,SPC,0,1,17.0,303.37,20.0,0.0,77.174,41.366
28.0,UGR,F,34,DIV,SPC,0,0,16.0,35.0,10.0,0.0,4.423,17.281
26.5,SCH,F,41,MAR,NOR,0,0,15.0,1500.0,0.0,0.0,6.0,110.261
28.0,UGR,M,25,UNM,WRK,0,1,8.0,23.84,0.0,0.0,10.257,9.341
55.0,UGR,M,35,UNM,SPC,0,0,16.0,230.0,50.0,0.0,0.0,32.203
25.0,GRD,F,30,MAR,SPC,0,2,2.0,249.0,0.0,0.0,0.0,133.295
37.0,SCH,M,40,UNM,WRK,1,2,8.0,410.0,0.0,0.0,10.19,118.105
30.0,UGR,F,30,UNM,SPC,0,0,3.0,26.99,10.0,0.0,0.0,18.495
14.0,SCH,M,49,MAR,SPC,0,0,1.0,106.0,0.0,0.0,0.0,106.0
17.0,SCH,F,42,MAR,WRK,0,1,4.0,130.0,130.0,0.0,0.089,64.675
20.0,SCH,F,55,MAR,SPC,0,1,6.0,300.0,0.0,0.0,0.0,111.746
22.0,GRD,F,28,UNM,SPC,0,0,2.0,19.99,0.0,0.0,0.0,17.665
30.0,GRD,M,43,MAR,SPC,0,2,8.0,124.32,0.0,0.0,18.385,19.977
35.0,SCH,M,34,MAR,NOR,1,0,7.0,300.0,383.0,0.0,5.135,70.078
36.0,UGR,F,24,UNM,SPC,0,0,5.0,72.7,0.0,0.0,3.476,38.218
18.0,UGR,M,31,MAR,SPC,0,0,3.0,150.0,0.0,0.0,0.0,68.393
45.0,GRD,M,35,MAR,SPC,0,2,32.0,600.0,115.0,0.0,1.661,120.08
16.0,SCH,F,45,MAR,SPC,0,2,14.0,50.0,0.0,0.0,1.595,16.646
35.0,GRD,M,24,MAR,UMN,1,0,2.0,24.16,0.0,0.0,0.0,19.585
30.0,SCH,M,61,UNM,SPC,0,0,2.0,125.0,0.0,0.0,0.0,65.0
25.0,UGR,M,37,MAR,UMN,0,2,3.0,939.36,0.0,0.0,4.633,463.852
32.0,GRD,F,32,UNM,SPC,0,1,5.0,21.11,0.0,0.0,2.414,11.775
200.0,GRD,M,31,MAR,SPC,1,1,3.0,1544.1,2.5,0.0,0.0,1014.402
41.0,SCH,M,25,UNM,WRK,1,0,4.0,3.0,0.0,0.0,0.0,2.5
80.0,GRD,M,25,UNM,SPC,0,0,10.0,62.01,0.0,0.0,5.671,30.819
25.0,SCH,F,46,MAR,SPC,0,2,7.0,59.98,0.0,0.0,2.022,28.306
30.0,SCH,M,53,UNM,WRK,0,1,3.0,91.0,0.0,0.0,1.084,34.623
60.0,SCH,M,52,MAR,BIS,1,0,2.0,10.0,10.0,0.0,1.24,7.395
50.0,UGR,M,35,MAR,BIS,1,0,12.0,1850.0,0.0,0.0,21.907,159.247
34.5,GRD,F,40,DIV,SPC,0,2,10.0,115.0,15.0,0.0,0.0,33.668
60.0,SCH,M,29,UNM,SPC,1,0,2.0,26.8,0.0,0.0,2.186,18.375
60.0,SCH,M,30,MAR,SPC,0,1,2.0,351.44,0.0,0.0,8.413,238.96
30.0,GRD,M,23,UNM,SPC,0,1,1.0,9.29,0.0,1.0,7.984,9.29
60.0,GRD,F,48,MAR,UMN,0,2,1.0,26.98,0.0,0.0,0.0,26.98
30.0,GRD,F,35,MAR,UMN,0,1,4.0,109.89,15.0,0.0,0.0,36.97
40.0,SCH,M,26,MAR,SPC,0,1,7.0,61.39,0.0,0.0,3.954,31.243
27.0,SCH,M,25,CIV,NOR,0,0,3.0,5.15,0.0,0.0,0.0,3.05
23.0,UGR,M,28,UNM,SPC,0,1,15.0,50.0,50.0,0.0,0.0,12.188
25.0,UGR,F,40,MAR,WRK,0,0,1.0,0.0,0.0,0.0,0.0,15.0
50.0,SCH,F,21,UNM,SPC,0,0,2.0,21.57,0.0,0.0,1.89,19.385
20.0,SCH,M,31,MAR,WRK,1,0,6.0,220.0,0.0,0.0,0.021,54.592
25.0,SCH,M,35,CIV,WRK,0,1,2.0,26.0,0.0,0.0,2.484,26.0
35.0,GRD,M,48,MAR,DIR,0,2,5.0,137.0,30.0,0.0,3.971,38.642
70.0,GRD,F,28,MAR,SPC,1,0,2.0,60.47,50.0,0.0,5.25,55.235
25.0,SCH,F,34,UNM,SPC,0,2,1.0,21.0,0.0,0.0,0.0,21.0
25.0,GRD,F,27,UNM,SPC,0,0,3.0,204.3,100.0,0.0,0.0,121.433
55.0,GRD,F,30,MAR,SPC,0,0,2.0,276.2,276.2,0.0,0.0,158.1
15.0,SCH,M,46,MAR,SPC,0,2,10.0,300.0,0.0,0.0,4.981,64.185
65.0,SCH,M,22,CIV,SPC,0,0,3.0,12.18,0.0,0.0,8.65,11.987
25.0,UGR,F,54,UNM,SPC,0,1,6.0,1119.45,0.0,0.0,3.939,206.101
37.5,SCH,M,22,UNM,WRK,0,0,4.0,60.47,10.0,0.0,0.0,36.917
15.0,SCH,F,62,WID,SPC,0,0,5.0,35.0,35.0,1.0,45.086,21.678
9.0,SCH,F,64,UNM,PNA,0,0,6.0,40.0,65.0,0.0,0.029,27.73
42.0,GRD,M,26,UNM,SPC,0,0,4.0,467.6,100.0,0.0,0.0,261.176
35.0,SCH,M,20,UNM,SPC,0,0,3.0,21.31,0.0,0.0,0.0,15.207
25.0,SCH,M,53,WID,UMN,0,1,4.0,163.5,17.0,0.0,8.416,48.153
120.0,GRD,M,39,UNM,DIR,1,0,5.0,115.0,165.0,0.0,17.585,45.71
49.0,SCH,M,42,DIV,WRK,0,1,1.0,55.68,0.0,1.0,2.253,55.68
15.0,GRD,F,48,DIV,SPC,0,2,6.0,37.86,0.0,0.0,7.751,22.727
20.0,SCH,F,30,MAR,WRK,0,0,1.0,1555.0,0.0,0.0,0.0,1555.006
30.0,SCH,M,49,DIV,BIS,0,0,1.0,24.15,0.0,0.0,0.0,24.15
25.0,SCH,M,45,MAR,SPC,0,2,5.0,68.9,0.0,0.0,0.0,56.396
35.0,UGR,F,26,CIV,ATP,0,0,4.0,14.33,0.0,0.0,16.766,10.22
50.0,GRD,M,41,UNM,SPC,0,2,5.0,196.0,80.0,0.0,171.777,106.6
35.0,GRD,M,31,MAR,ATP,0,1,6.0,552.0,32.0,0.0,3.797,175.231
23.0,UGR,M,26,UNM,WRK,0,1,13.0,30.0,30.0,1.0,8.64,6.091
100.0,UGR,M,29,UNM,BIS,0,0,2.0,147.58,0.0,0.0,0.0,88.73
32.5,SCH,M,33,MAR,WRK,0,0,1.0,229.5,0.0,0.0,0.0,229.5
13.0,GRD,F,48,CIV,PNI,0,0,10.0,300.0,88.0,0.0,4.963,89.672
25.0,SCH,F,22,UNM,NOR,0,0,3.0,50.0,50.0,0.0,0.0,35.48
50.0,SCH,M,40,MAR,SPC,0,0,9.0,48.03,0.0,0.0,2.241,18.299
18.0,SCH,F,39,MAR,WRK,0,1,2.0,1155.0,0.0,0.0,0.0,587.0
100.0,GRD,M,53,MAR,BIS,1,0,14.0,1000.0,10.0,0.0,3.431,239.024
50.0,GRD,M,32,MAR,SPC,0,0,1.0,98.25,0.0,0.0,0.0,98.25
30.0,SCH,M,36,MAR,WRK,0,0,7.0,2000.0,0.0,0.0,34.18,295.774
60.0,GRD,M,35,MAR,BIS,0,0,7.0,334.75,5.0,0.0,0.0,77.025
8.4,SCH,F,62,DIV,PNA,0,0,6.0,101.0,75.0,1.0,3.597,49.078
34.0,GRD,F,24,CIV,SPC,0,0,31.0,130.76,5.0,0.0,23.287,13.757
65.0,GRD,M,32,UNM,UMN,0,1,4.0,17.27,0.0,0.0,6.367,14.33
35.0,SCH,F,22,CIV,SPC,0,0,1.0,2.54,0.0,0.0,2.538,2.54
60.0,GRD,M,33,MAR,SPC,0,0,3.0,300.0,0.0,0.0,7.256,111.666
30.0,UGR,M,32,MAR,DIR,0,0,5.0,13.49,0.0,0.0,5.698,8.158
40.0,UGR,M,36,MAR,SPC,0,0,3.0,293.74,0.0,0.0,0.167,113.951
49.0,GRD,M,65,MAR,WRP,1,1,6.0,200.0,41.0,1.0,7.376,106.4
60.0,UGR,F,50,WID,SPC,0,2,14.0,133.12,0.0,1.0,30.0,41.4
20.0,GRD,F,27,UNM,SPC,0,1,25.0,49.32,60.0,1.0,20.855,13.852
35.0,SCH,M,34,MAR,WRK,1,0,6.0,12.43,0.0,0.0,6.337,6.757
37.0,SCH,M,24,UNM,SPC,0,0,2.0,1280.0,50.0,0.0,0.0,664.998
50.0,SCH,F,42,UNM,SPC,0,0,5.0,37.42,30.0,0.0,12.11,23.816
10.0,SCH,M,61,CIV,BIS,0,0,1.0,25.24,0.0,0.0,6.879,25.24
19.0,SCH,M,47,MAR,SPC,0,2,7.0,70.0,15.0,0.0,0.0,23.573
20.0,SCH,F,51,DIV,WRK,0,2,6.0,174.0,250.0,0.0,0.0,97.202
30.0,SCH,M,42,CIV,WRK,0,0,3.0,21.69,0.0,0.0,17.502,11.79
30.0,SCH,M,25,UNM,SPC,0,0,1.0,107.2,0.0,0.0,5.317,107.2
75.0,GRD,M,30,MAR,SPC,0,2,13.0,1200.0,0.0,0.0,1.379,167.147
36.0,UGR,F,29,UNM,SPC,0,0,4.0,14.31,0.0,0.0,0.2,11.73
30.0,SCH,M,27,UNM,WRK,0,0,4.0,36.67,0.0,1.0,3.089,23.723
30.0,SCH,M,35,MAR,SPC,0,2,3.0,233.38,0.0,0.0,3.995,228.189
120.0,GRD,M,38,CIV,UMN,1,2,8.0,575.88,0.0,0.0,4.983,308.399
25.0,SCH,F,30,MAR,SPC,0,0,10.0,700.0,0.0,0.0,0.0,127.366
15.0,GRD,F,21,UNM,SPC,1,0,2.0,200.0,200.0,0.0,0.0,109.67
20.0,SCH,F,28,MAR,NOR,0,0,1.0,1.5,0.0,0.0,0.0,2.5
35.0,GRD,F,44,UNM,UMN,0,1,35.0,250.0,179.0,0.0,7.0,52.425
15.0,SCH,F,27,MAR,NOR,0,0,8.0,3.5,0.0,0.0,0.0,2.813
33.0,SCH,F,46,DIV,ATP,0,0,3.0,100.0,115.0,0.0,0.0,57.5
21.0,SCH,M,30,UNM,WRK,0,2,8.0,260.0,0.0,0.0,0.0,51.313
35.0,GRD,M,21,MAR,SPC,0,1,2.0,100.0,150.0,0.0,0.0,75.0
90.0,GRD,M,42,MAR,DIR,0,1,17.0,1572.9,15.0,0.0,10.856,288.653
14.0,UGR,M,39,MAR,SPC,0,0,2.0,30.96,0.0,0.0,3.62,18.17
33.0,SCH,F,44,UNM,SPC,0,0,18.0,100.9,5.0,0.0,0.0,21.13
19.0,SCH,F,37,MAR,HSK,0,0,3.0,27.38,4.0,0.0,4.603,17.643
25.0,SCH,M,41,UNM,ATP,0,1,30.0,12.43,0.0,1.0,8.85,8.98
20.0,UGR,F,23,UNM,ATP,0,1,3.0,55.69,15.65,0.0,0.696,26.417
35.0,SCH,F,42,DIV,SPC,0,2,2.0,6.18,0.0,0.0,0.0,6.07
19.847,UGR,F,58,DIV,SPC,0,0,2.0,16.05,0.0,0.0,0.0,15.82
20.0,SCH,M,38,UNM,SPC,1,2,1.0,9.89,0.0,0.0,0.0,9.89
25.0,SCH,F,26,CIV,SPC,1,0,2.0,15.0,0.0,0.0,0.0,8.0
27.0,UGR,F,33,MAR,SPC,0,1,13.0,22.62,14.0,0.0,27.634,14.328
34.0,GRD,M,24,MAR,SPC,0,0,3.0,59.88,0.0,0.0,9.439,39.095
25.0,GRD,M,33,UNM,SPC,0,1,5.0,63.35,40.0,0.0,2.593,35.4
30.0,GRD,M,26,UNM,WRK,0,0,7.0,280.0,0.0,1.0,137.136,53.985
9.5,SCH,F,56,DIV,PNA,0,0,1.0,22.0,0.0,0.0,15.716,22.0
18.0,GRD,F,36,MAR,SPC,0,1,3.0,31.01,0.0,0.0,1.53,22.92
20.0,GRD,M,35,MAR,SPC,0,1,7.0,315.66,58.0,0.0,9.062,129.999
32.0,SCH,M,25,UNM,UMN,0,0,2.0,3.0,0.0,0.0,5.664,2.875
160.0,GRD,M,38,MAR,INP,1,0,10.0,200.0,244.18,0.0,0.094,91.758
25.0,UGR,M,33,UNM,NOR,0,0,2.0,3.12,0.0,0.0,6.339,3.12
33.0,UGR,F,41,MAR,SPC,0,1,11.0,139.14,0.0,0.0,2.27,48.205
35.0,SCH,F,40,MAR,SPC,0,1,13.0,1300.0,78.7,0.0,10.9,156.481
26.0,UGR,M,48,MAR,SPC,0,1,6.0,50.0,50.0,0.0,1.814,26.373
20.0,SCH,F,51,DIV,SPC,0,1,3.0,10.0,10.0,0.0,1.5,7.073
40.0,SCH,M,42,MAR,SPC,0,1,7.0,21.15,0.0,0.0,0.0,13.501
40.0,SCH,M,30,CIV,BIS,0,0,4.0,28.0,0.0,0.0,54.35,26.51
60.0,SCH,M,23,UNM,SPC,0,0,3.0,93.0,143.0,0.0,0.0,60.813
24.0,UGR,F,27,CIV,NOR,0,0,1.0,1.0,0.0,1.0,1.0,2.5
45.0,SCH,M,42,UNM,SPC,0,1,1.0,59.57,0.0,0.0,5.434,59.57
55.0,GRD,M,65,MAR,SPC,0,0,1.0,30.0,0.0,0.0,0.0,30.0
30.0,UGR,M,57,MAR,UMN,0,2,5.0,1112.86,155.0,0.0,0.0,321.573
15.0,UGR,M,26,UNM,SPC,0,1,4.0,55.74,5.0,0.0,0.0,27.718
80.0,GRD,M,32,MAR,WRK,0,1,3.0,218.0,53.0,0.0,44.255,135.5
30.0,SCH,M,58,MAR,SPC,0,0,11.0,45.0,64.0,0.0,1.686,17.899
80.0,GRD,M,41,UNM,SPC,0,1,245.0,757.21,170.0,0.0,65.732,19.652
25.0,SCH,F,34,DIV,WRK,0,0,1.0,276.0,0.0,0.0,253.014,276.001
40.0,UGR,F,48,WID,SPC,0,1,1.0,9.26,0.0,0.0,2.016,9.26
100.0,GRD,F,39,UNM,SPC,1,1,7.0,4212.0,0.0,0.0,9.631,1055.41
70.0,GRD,M,62,MAR,DIR,0,0,10.0,2932.3,788.0,0.0,3.893,785.205
15.0,SCH,M,62,MAR,PNA,0,0,24.0,131.58,54.0,0.0,3.155,31.909
35.0,SCH,M,25,UNM,WRK,0,0,2.0,3.0,0.0,0.0,0.0,3.0
120.0,GRD,M,32,DIV,UMN,0,0,4.0,27.48,0.0,0.0,17.692,25.25
58.0,SCH,M,37,UNM,WRK,0,0,4.0,40.0,5.0,0.0,0.0,19.815
20.0,SCH,F,37,UNM,SPC,0,2,9.0,35.0,0.0,0.0,2.05,19.115
40.0,GRD,M,36,UNM,SPC,0,2,43.0,275.01,20.0,0.0,4.688,54.426
25.0,UGR,F,40,UNM,SPC,0,1,2.0,11.47,0.0,0.0,0.0,11.47
40.0,UGR,F,56,MAR,WRP,0,1,28.0,445.95,50.0,0.0,13.097,91.912
36.0,GRD,F,38,DIV,SPC,0,2,11.0,764.26,25.0,0.0,0.0,152.607
27.0,GRD,M,27,UNM,SPC,0,1,2.0,20.67,0.0,0.0,0.0,20.67
30.0,SCH,M,50,MAR,WRK,0,1,1.0,105.34,0.0,0.0,5.809,105.34
26.0,SCH,M,31,MAR,SPC,0,0,6.0,99.89,36.0,1.0,6.337,28.952
50.0,SCH,M,51,MAR,INP,0,2,6.0,110.0,201.0,0.0,0.652,45.752
50.0,UGR,M,26,UNM,SPC,0,0,3.0,100.0,0.0,0.0,0.0,82.21
12.4,SCH,F,40,MAR,WRK,0,0,16.0,760.0,77.0,1.0,4.137,64.139
60.0,GRD,M,32,MAR,SPC,0,2,26.0,486.9,215.05,0.0,5.114,84.208
40.0,UGR,M,28,DIV,WRK,0,1,5.0,110.0,0.0,0.0,124.754,58.85
25.0,GRD,F,27,UNM,WRK,0,0,10.0,26.62,0.0,0.0,2.16,10.322
40.0,UGR,M,33,MAR,SPC,0,0,19.0,300.0,0.0,0.0,2.586,53.997
70.0,GRD,M,57,MAR,SPC,1,2,16.0,1000.0,0.0,0.0,1.889,229.714
45.0,GRD,M,40,MAR,UMN,0,1,8.0,1560.0,0.0,0.0,0.807,253.103
75.0,GRD,M,36,MAR,SPC,0,0,8.0,1404.0,0.0,0.0,56.856,372.332
40.0,GRD,F,37,UNM,SPC,0,2,8.0,419.0,0.0,0.0,2.839,131.11
26.0,SCH,M,39,MAR,SPC,0,0,6.0,26.17,0.0,0.0,1.523,16.538
160.0,GRD,M,38,MAR,SPC,0,0,8.0,1000.0,377.0,0.0,0.0,284.23
20.0,GRD,F,34,MAR,DIR,0,2,8.0,55.0,0.0,0.0,0.0,20.333
27.0,SCH,F,70,UNM,PNA,0,0,4.0,284.51,0.0,0.0,565.496,86.215
25.0,GRD,F,25,MAR,UMN,0,0,2.0,584.0,69.0,0.0,0.0,326.502
7.0,GRD,F,62,DIV,PNA,0,0,2.0,45.07,0.0,0.0,0.0,43.035
40.0,SCH,F,25,UNM,WRK,0,0,1.0,11.9,0.0,0.0,0.0,11.9
12.0,GRD,M,47,MAR,PNV,0,0,7.0,690.0,116.0,1.0,2.806,223.814
80.0,GRD,F,36,MAR,UMN,0,1,4.0,50.0,50.0,0.0,0.014,25.617
40.0,GRD,M,27,MAR,SPC,0,0,3.0,14.91,0.0,0.0,62.502,13.273
18.0,UGR,F,58,UNM,SPC,0,0,3.0,28.86,0.0,0.0,0.0,20.667
30.0,GRD,M,31,MAR,UMN,0,2,11.0,1866.87,70.0,0.0,0.0,262.863
33.0,GRD,F,35,MAR,NOR,0,0,8.0,109.0,30.0,0.0,3.026,49.603
40.0,SCH,M,41,DIV,SPC,0,2,8.0,250.0,0.0,0.0,2.258,57.037
25.0,UGR,F,27,DIV,SPC,0,1,8.0,50.0,40.0,0.0,11.438,19.159
28.9,SCH,M,30,UNM,SPC,0,0,4.0,73.35,0.0,0.0,5.514,27.263
45.0,GRD,M,31,MAR,ATP,0,0,13.0,201.65,10.0,2.0,4.589,33.339
0.0,UGR,M,33,UNM,BIS,0,0,2.0,34.99,0.0,0.0,57.782,23.445
100.0,SCH,M,28,MAR,INP,1,0,9.0,200.0,110.0,1.0,7.834,136.643
65.0,GRD,M,37,MAR,BIS,0,1,4.0,343.5,0.0,0.0,8.906,138.223
11.0,SCH,F,40,DIV,SPC,0,1,5.0,107.0,0.0,1.0,3.773,47.652
37.5,SCH,M,34,UNM,WRK,0,1,2.0,70.0,0.0,0.0,57.151,65.0
18.0,SCH,F,39,MAR,SPC,0,2,6.0,15.5,0.0,0.0,0.852,7.9
40.0,GRD,F,29,DIV,UMN,0,0,5.0,409.0,43.0,0.0,1.241,156.414
0.027,SCH,M,35,MAR,ATP,0,0,2.0,27.5,0.0,0.0,5.478,17.45
30.0,SCH,M,44,UNM,SPC,0,1,5.0,26.0,10.0,0.0,0.0,15.936
40.0,SCH,M,32,UNM,SPC,1,2,5.0,223.5,26.0,1.0,46.787,83.167
50.0,SCH,M,32,DIV,SPC,0,1,4.0,404.0,0.0,0.0,0.0,153.742
35.0,GRD,F,37,MAR,SPC,0,2,7.0,2100.0,0.0,0.0,2.849,642.666
35.0,UGR,F,34,DIV,SPC,0,1,16.0,640.0,103.0,1.0,4.554,65.927
25.0,SCH,F,38,MAR,ATP,0,0,5.0,50.0,50.0,0.0,0.0,20.416
25.0,GRD,F,42,CIV,SPC,0,0,7.0,88.0,133.0,0.0,5.978,60.903
50.0,UGR,F,27,UNM,WOI,0,1,2.0,29.74,0.0,0.0,0.0,29.74
12.5,SCH,M,25,UNM,WRK,0,0,1.0,1.5,0.0,0.0,0.0,2.5
41.5,SCH,F,63,WID,WRP,0,0,6.0,250.0,7.0,0.0,4.978,126.899
40.0,UGR,M,21,DIV,SPC,1,0,3.0,5.0,0.0,0.0,0.84,3.667
35.5,SCH,F,44,DIV,WRK,0,2,4.0,20.0,20.0,0.0,28.428,12.415
35.0,UGR,M,49,MAR,SPC,0,2,7.0,109.9,0.0,0.0,0.141,52.4
30.0,UGR,M,52,MAR,DIR,0,2,20.0,501.2,0.0,0.0,5.744,88.031
50.0,GRD,F,46,MAR,SPC,0,1,1.0,0.0,0.0,0.0,0.0,15.0
30.0,GRD,F,34,MAR,SPC,1,1,1.0,36.72,0.0,0.0,4.358,36.72
4.0,SCH,M,33,UNM,NOR,0,0,4.0,42.0,0.0,0.0,4.593,24.897
17.0,UGR,F,61,WID,SPC,0,0,10.0,96.8,22.0,0.0,8.03,35.134
35.0,SCH,M,28,MAR,BIS,1,0,7.0,164.78,0.0,0.0,0.0,69.172
45.0,SCH,M,31,MAR,SPC,0,1,5.0,2270.0,26.68,0.0,0.0,923.624
90.0,GRD,F,41,DIV,UMN,0,2,10.0,2900.0,100.0,0.0,28.111,828.813
50.0,GRD,F,40,MAR,UMN,0,2,2.0,260.0,0.0,0.0,0.0,135.73
80.0,SCH,F,51,DIV,SPC,0,2,7.0,390.2,0.0,0.0,7.063,156.793
30.0,SCH,M,46,MAR,WRK,0,0,10.0,346.64,0.0,0.0,33.488,131.182
42.0,GRD,M,31,MAR,SPC,0,2,5.0,514.5,0.0,0.0,14.998,113.186
35.0,SCH,M,33,DIV,NOR,0,0,5.0,300.0,0.0,0.0,298.157,107.735
50.0,UGR,M,59,MAR,DIR,1,0,15.0,270.0,40.0,0.0,3.192,82.295
10.0,SCH,F,22,MAR,NOR,0,0,1.0,7.24,0.0,1.0,2.804,7.24
20.0,SCH,M,36,CIV,WRK,0,0,2.0,22.88,0.0,0.0,44.879,22.88
60.0,SCH,M,39,DIV,WOI,0,0,3.0,768.56,0.0,0.0,1707.009,439.521
15.0,SCH,M,36,CIV,NOR,0,0,1.0,25.0,0.0,0.0,0.0,25.0
20.0,UGR,F,40,UNM,SPC,0,1,9.0,90.0,10.0,0.0,0.0,37.815
25.0,SCH,M,58,MAR,WRK,0,0,6.0,34.75,45.0,0.0,0.0,23.85
200.0,GRD,F,44,MAR,BIS,0,2,13.0,910.06,523.28,1.0,5.182,178.864
50.0,UGR,F,24,UNM,SPC,0,0,2.0,44.58,0.0,0.0,0.0,39.59
31.0,SCH,F,28,UNM,SPC,0,1,5.0,53.0,0.0,0.0,42.27,20.65
18.0,SCH,M,49,MAR,WRK,0,2,11.0,17.85,15.0,1.0,1.708,10.404
50.0,GRD,M,41,DIV,SPC,0,0,5.0,1150.0,0.0,0.0,22.937,299.641
15.0,SCH,M,55,MAR,SPC,0,0,5.0,685.97,0.0,0.0,0.0,220.707
41.0,SCH,M,51,UNM,SPC,0,2,1.0,0.0,0.0,0.0,0.0,15.0
50.0,SCH,M,22,UNM,NOR,0,0,1.0,36.83,0.0,0.0,0.0,36.83
30.0,SCH,M,29,MAR,UMN,0,0,4.0,7.0,0.0,1.0,10.38,2.875
20.0,SCH,F,37,MAR,WRK,0,0,8.0,240.0,20.0,0.0,0.0,45.216
43.0,SCH,M,65,MAR,PNA,1,0,5.0,139.97,85.0,0.0,35.55,110.401
37.0,GRD,M,27,UNM,WRK,0,0,10.0,415.0,0.0,1.0,32.365,153.663
30.0,GRD,F,46,UNM,UMN,0,2,22.0,69.0,134.0,0.0,2.71,21.043
45.0,SCH,M,36,MAR,BIU,1,0,9.0,685.0,150.0,0.0,3.943,236.703
70.0,GRD,M,38,MAR,SPC,0,1,12.0,300.0,0.0,0.0,68.845,93.891
12.0,UGR,M,50,UNM,SPC,0,0,1.0,0.0,0.0,0.0,2.026,15.0
35.0,UGR,M,20,UNM,SPC,0,0,2.0,28.06,20.0,0.0,0.0,24.03
30.0,GRD,M,27,UNM,SPC,0,0,4.0,12.01,9.0,0.0,10.334,9.09
26.0,SCH,F,56,DIV,WOI,0,0,17.0,51.68,45.0,0.0,55.703,22.949
20.0,SCH,F,35,UNM,NOR,0,0,5.0,51.95,0.0,1.0,51.953,35.092
60.0,GRD,F,22,UNM,SPC,0,0,2.0,57.33,0.0,0.0,10.129,57.33
35.0,GRD,F,35,DIV,SPC,0,0,9.0,1279.0,118.0,1.0,58.531,191.103
35.0,SCH,F,34,MAR,SPC,0,0,15.0,800.0,45.0,0.0,2.928,79.661
30.0,SCH,M,41,MAR,NOR,0,0,1.0,35.0,0.0,0.0,0.0,35.0
40.0,UGR,M,28,UNM,WRK,0,0,25.0,113.5,15.78,1.0,6.431,19.518
80.0,UGR,M,49,DIV,INP,0,0,13.0,600.0,812.0,0.0,0.0,180.869
70.0,GRD,M,36,MAR,UMN,0,1,18.0,1000.0,380.0,0.0,24.801,347.82
35.0,SCH,M,61,MAR,SPC,0,0,7.0,772.15,72.0,0.0,5.229,279.755
35.0,GRD,M,49,MAR,BIS,1,0,4.0,50.08,0.0,0.0,7.658,44.415
28.0,GRD,F,26,CIV,SPC,0,0,5.0,342.31,365.0,0.0,0.0,156.774
40.0,SCH,M,27,UNM,SPC,0,0,2.0,27.0,0.0,0.0,8.073,27.0
30.0,UGR,M,34,MAR,SPC,0,0,1.0,6.99,0.0,0.0,0.0,6.99
25.0,SCH,M,25,UNM,BIU,0,0,2.0,0.0,0.0,0.0,7.828,15.0
38.8,SCH,M,30,CIV,WRK,0,0,2.0,60.0,45.0,0.0,0.0,52.5
50.0,GRD,F,33,CIV,BIS,0,0,15.0,102.38,133.0,0.0,38.473,39.563
20.0,SCH,F,69,UNM,PNA,0,0,3.0,34.6,0.0,0.0,0.0,18.74
15.0,SCH,M,32,UNM,SPC,0,1,17.0,30.0,0.0,0.0,0.0,5.274
10.0,SCH,F,64,DIV,SPC,0,0,6.0,62.49,0.0,0.0,0.583,45.498
80.0,GRD,M,38,MAR,SPC,0,2,11.0,965.25,0.0,0.0,81.566,258.51
30.0,GRD,F,27,MAR,SPC,0,0,5.0,453.03,0.0,0.0,5.184,133.426
